,county,covid-19,Total Population,gender,poverty,education,ethnicity,white,black,american indian,asian,native hawaiian,income,marriage,non-white
259,"Morgan County, Colorado",2119,28617,14008,1015,2382,10566,16546,935,110,153,11,48701,16311.69,1198
260,"Otero County, Colorado",1619,18284,9315,1588,1691,7702,10013,134,112,98,28,41333,8904.308,344
261,"Ouray County, Colorado",154,4890,2490,187,1231,292,4308,16,16,28,2,67263,3007.35,60
262,"Park County, Colorado",385,18345,8652,685,3386,1235,14902,89,118,99,9,48514,11300.52,306
263,"Phillips County, Colorado",278,4343,2002,115,507,1155,3246,10,12,22,1,49877,2618.829,44
264,"Pitkin County, Colorado",1047,17980,8460,626,6125,1892,14433,94,36,280,7,155067,7281.9,410
265,"Prowers County, Colorado",1004,12035,5884,572,911,4680,6686,83,118,31,6,41990,6149.885,232
266,"Pueblo County, Colorado",13218,167412,84987,11935,18231,69921,85527,2995,1246,1562,138,43196,74665.752,5803
267,"Rio Blanco County, Colorado",267,6369,3095,444,759,622,5509,29,51,22,2,52422,3566.64,102
268,"Rio Grande County, Colorado",384,11300,5627,496,1361,4609,6261,51,137,36,4,53641,6090.7,224
269,"Routt County, Colorado",1042,25317,12037,1096,6242,2200,21242,153,67,169,35,85836,13544.595,389
270,"Saguache County, Colorado",255,6730,3374,287,640,2394,3578,19,81,63,2,40032,3856.29,163
271,"San Juan County, Colorado",27,646,327,95,111,90,575,1,6,2,0,50039,332.044,9
272,"San Miguel County, Colorado",394,8110,3887,345,2738,882,6757,20,47,55,0,93954,4192.87,122
273,"Sedgwick County, Colorado",126,2306,1181,101,221,363,1934,3,10,12,0,50896,1305.196,25
274,"Summit County, Colorado",2134,30735,14285,1155,9045,5335,23782,232,67,407,20,77754,14383.98,706
275,"Teller County, Colorado",990,24981,12424,1161,4100,1716,21017,132,122,201,12,54587,14214.189,455
276,"Washington County, Colorado",347,4869,2287,226,513,516,4057,24,8,15,10,49287,3004.173,47
277,"Weld County, Colorado",19925,315389,156213,15552,39128,98462,205881,4154,1327,5682,303,52054,168102.337,11163
278,"Yuma County, Colorado",549,10013,4940,573,993,2771,6948,21,16,26,2,47285,6318.203,63
279,"Fairfield County, Connecticut",56288,944306,484479,36383,192916,205351,552125,99992,858,50751,173,120244,482540.366,151601
280,"Hartford County, Connecticut",46680,892153,458891,44753,150344,166275,523105,118154,1166,53325,172,67938,413066.839,172645
281,"Litchfield County, Connecticut",7476,181143,91578,5861,30834,14580,155601,2957,268,3434,63,67118,94194.36,6659
282,"Middlesex County, Connecticut",6566,162742,83255,5042,31913,11928,131954,8001,214,4923,43,71291,82835.678,13138
283,"New Haven County, Connecticut",47375,855733,443329,43817,126668,170081,509688,110273,1413,36995,247,60092,376522.52,148681
284,"New London County, Connecticut",10618,266868,133150,8570,38914,30920,194894,14422,1977,10633,215,61191,131565.924,27032
285,"Tolland County, Connecticut",4900,150947,75248,5769,25880,9699,120021,5074,182,8438,44,59590,72152.666,13694
286,"Windham County, Connecticut",5140,116657,58931,5339,12357,14459,91844,2064,326,1960,17,50747,54478.819,4350
287,"Kent County, Delaware",9173,179124,92811,9654,19986,13981,104845,45737,864,4362,107,46600,82038.792,50963
288,"New Castle County, Delaware",33211,558306,288028,29948,86767,63516,303265,142388,893,35022,127,59955,252912.618,178303
289,"Sussex County, Delaware",14936,230249,119120,9135,30477,26793,171741,24835,764,3014,70,54352,126867.199,28613
290,"Alachua County, Florida",15866,268105,138719,30960,47418,33614,160463,51171,562,17891,101,49556,96785.905,69624
291,"Baker County, Florida",2470,28679,13346,1447,1974,973,22185,3825,109,157,14,36552,13221.019,4091
292,"Bay County, Florida",11907,180076,90704,9825,21135,13846,128348,17549,795,4068,194,50696,90938.38,22412
293,"Bradford County, Florida",2180,27723,12356,1949,1354,1350,20320,5427,58,135,12,36301,11283.261,5620
294,"Brevard County, Florida",21034,594001,303545,29002,89487,67907,430936,56498,1569,15587,482,51507,294624.496,73654
295,"Broward County, Florida",137610,1942273,996226,109135,300933,608703,644230,517618,2917,74040,696,55908,839061.936,594575
296,"Calhoun County, Florida",1233,14324,6404,615,768,622,10490,1668,93,46,0,32264,5657.98,1807
297,"Charlotte County, Florida",7410,185926,95002,8631,23814,14079,153700,8870,385,2566,63,45606,102073.374,11821
298,"Citrus County, Florida",6663,147938,75939,8142,14129,9241,131477,3891,466,2412,43,41933,76779.822,6769
299,"Clay County, Florida",11261,215294,109230,10061,27420,23134,148986,25621,680,6626,363,47407,118196.406,32927
300,"Collier County, Florida",22506,379345,192592,17144,64485,102249,235455,22554,551,5419,61,103865,205984.335,28524
301,"Columbia County, Florida",6007,70898,34244,4091,5192,5063,49096,11441,236,867,27,38243,31407.814,12544
302,"DeSoto County, Florida",2898,37371,16342,3975,2385,10011,18624,4203,80,189,8,27863,15621.078,4472
303,"Dixie County, Florida",1115,16740,7151,871,743,688,13750,1551,61,58,0,30651,8888.94,1670
304,"Duval County, Florida",61321,948651,488731,65550,141975,112689,492039,286344,2306,48652,960,51131,404125.326,337302
305,"Escambia County, Florida",22349,316691,160114,16841,41116,20793,200962,68148,1998,9866,410,47381,133960.293,80012
306,"Flagler County, Florida",3724,112854,58904,6207,14699,12299,84291,10537,291,2450,59,50599,62408.262,13278
307,"Franklin County, Florida",900,11914,5210,1044,1110,675,9798,1403,41,30,2,39452,5373.214,1474
308,"Gadsden County, Florida",3987,45787,23989,4723,4025,5093,14093,23326,71,147,4,38507,18543.735,23544
309,"Gilchrist County, Florida",1014,18245,8704,857,1214,1348,14827,788,62,56,2,37425,8210.25,906
310,"Glades County, Florida",769,13777,6186,992,859,3050,7132,1434,193,34,0,28116,6048.103,1661
311,"Gulf County, Florida",1333,15073,6295,461,1745,555,11222,1692,66,57,0,49666,7008.945,1815
312,"Hamilton County, Florida",1277,14397,6053,1183,655,1455,7633,4422,43,43,0,29383,5888.373,4508
313,"Hardee County, Florida",2110,27027,12651,2342,1284,10604,11873,2111,55,165,3,31775,12729.717,2331
314,"Hendry County, Florida",3291,41472,19450,4850,1665,22112,12089,4195,155,339,4,35546,18289.152,4689
315,"Hernando County, Florida",7336,190700,98780,11936,18694,29045,144060,9507,553,2566,86,41385,98019.8,12626
316,"Highlands County, Florida",4975,104574,53862,7795,9495,20943,65511,9484,291,1602,49,37158,54796.776,11377
317,"Hillsborough County, Florida",77118,1451358,741543,90025,236293,427381,667791,224479,2817,69928,914,51848,648757.026,297224
318,"Holmes County, Florida",1683,19530,8942,1512,1088,688,16766,1211,120,81,13,34661,8749.44,1412
319,"Indian River County, Florida",6875,156964,81625,7520,23755,20832,117422,13079,273,2341,52,84607,82249.136,15693
320,"Jackson County, Florida",4649,47409,21509,2194,2745,2215,30629,12042,196,292,18,38710,21381.459,12530
321,"Jefferson County, Florida",994,14278,6659,1037,1709,658,8720,4600,36,34,3,44065,6896.274,4670
322,"Lafayette County, Florida",1422,8576,3388,492,424,938,6074,1024,16,10,1,30032,3027.328,1050
323,"Lake County, Florida",15559,356115,183669,16520,42104,65375,253214,37883,1016,8362,317,46563,191233.755,47261
324,"Lee County, Florida",40634,756570,386064,38559,103459,173161,490476,55958,1228,12789,244,54707,385094.13,69975
325,"Leon County, Florida",19573,291863,153611,30595,54988,22914,157458,87503,631,10465,155,48850,107697.447,98599
326,"Levy County, Florida",1851,40979,21017,2874,2922,4080,32874,3597,122,292,11,40598,20161.668,4011
327,"Liberty County, Florida",750,8333,3394,410,537,562,5729,1353,52,18,1,28496,3116.542,1423
328,"Madison County, Florida",1540,18557,8583,1903,1289,881,10132,6281,53,45,0,35828,7367.129,6379
329,"Manatee County, Florida",22332,393847,203685,17564,56748,70979,273101,31147,779,8433,246,52395,201255.817,40359
330,"Marion County, Florida",17799,360210,187347,24617,37151,55910,253837,42795,986,5973,148,41553,179384.58,49754
331,"Martin County, Florida",7839,160420,81297,6876,27101,24187,119216,7277,218,2246,42,89185,80691.26,9741
332,"Miami-Dade County, Florida",298872,2705528,1390068,165847,395697,1856938,361517,378756,1589,41672,385,57213,1136321.76,422017
333,"Monroe County, Florida",4226,75137,35868,3278,13384,19432,54731,4517,169,1137,61,106583,39221.514,5823
334,"Nassau County, Florida",4775,85762,43210,4265,12832,4449,75817,4945,222,863,52,64746,49313.15,6030
335,"Okaloosa County, Florida",12856,207430,102051,8831,30629,22578,146271,18896,799,6578,448,54630,106826.45,26273
336,"Okeechobee County, Florida",2430,41611,19194,2166,3279,9857,24671,3318,263,332,14,34998,19349.115,3913
337,"Orange County, Florida",76457,1373784,700328,80779,231591,473025,531362,263624,2207,76870,1114,49390,596222.256,342701
338,"Osceola County, Florida",25344,363666,184334,22153,41119,211089,113362,35145,562,11370,240,39210,159285.708,47077
339,"Palm Beach County, Florida",82888,1482057,763563,77540,259808,349933,779759,255724,1536,43356,494,87478,687674.448,300616
340,"Pasco County, Florida",21932,539885,277429,28012,66921,93157,392375,31601,1388,16408,308,45461,272102.04,49397
341,"Pinellas County, Florida",44975,970985,505000,52156,165355,102439,684463,91431,1942,33700,797,59178,433059.31,127073
342,"Polk County, Florida",37403,705735,359923,45183,70081,187695,392621,100950,1623,13181,300,39760,325343.835,115754
343,"Putnam County, Florida",3990,73784,37496,6649,4983,7816,50541,11274,280,469,37,36354,33129.016,12023
344,"Santa Rosa County, Florida",11180,179587,87931,7460,23840,11890,147518,10690,1112,3818,362,49472,98593.263,15620
345,"Sarasota County, Florida",18607,427766,223798,16681,73306,43236,349700,16165,695,8407,168,70884,232704.704,25267
346,"Seminole County, Florida",18083,466695,241042,23612,94349,106539,264072,50276,765,25164,243,53403,232880.805,76205
347,"St. Johns County, Florida",13072,255410,131184,9089,51657,22607,214428,12940,544,9764,151,73944,145072.88,23248
348,"St. Lucie County, Florida",14278,320914,164089,15944,36807,66320,176533,64597,568,5678,141,43970,158852.43,70843
349,"Sumter County, Florida",5085,129938,65220,4829,21233,7583,109213,8313,311,1238,31,54533,80821.436,9862
350,"Suwannee County, Florida",4015,44290,21202,1935,3092,4785,31664,4920,167,270,16,35987,20727.72,5357
351,"Taylor County, Florida",1967,21709,9582,1016,1122,866,15629,4196,102,224,0,33227,10203.23,4522
352,"Union County, Florida",1439,15282,5113,550,857,764,11585,3197,42,35,0,24593,5990.544,3274
353,"Volusia County, Florida",22291,546107,280025,32626,68840,82652,379527,55338,1262,10478,266,46475,257216.397,67078
354,"Wakulla County, Florida",2106,32855,14884,1004,2878,1577,25987,4202,154,198,19,39938,17117.455,4554
355,"Walton County, Florida",4891,71049,35198,3525,10832,6187,60644,3294,415,907,38,69862,39290.097,4616
356,"Washington County, Florida",1971,25094,11536,2406,1476,924,19484,3236,222,132,28,32862,10564.574,3590
357,"Appling County, Georgia",1677,18428,9063,1912,612,1825,12674,3339,33,123,1,39199,10024.832,3495
358,"Atkinson County, Georgia",775,8311,4170,707,325,2048,4801,1208,30,12,4,31938,4230.299,1250
359,"Bacon County, Georgia",1011,11140,5666,971,336,875,8103,1747,4,40,4,38281,4823.62,1791
360,"Baker County, Georgia",164,3090,1542,301,266,143,1514,1128,1,18,0,43156,1396.68,1147
361,"Baldwin County, Georgia",3203,45072,22400,5537,4551,1139,22432,18318,64,599,27,36399,17037.216,18981
362,"Banks County, Georgia",1248,18900,9397,1236,1332,1164,15578,394,54,189,8,37333,11415.6,637
363,"Barrow County, Georgia",5296,81294,41434,4171,6968,10560,55582,10141,130,3233,17,40435,44386.524,13504
364,"Bartow County, Georgia",7951,106456,53789,6077,10158,10751,80159,11309,254,1169,40,42734,56421.68,12732
365,"Ben Hill County, Georgia",1491,16889,8671,2418,957,1054,9219,6222,57,116,0,36234,6519.154,6395
366,"Berrien County, Georgia",1132,19206,9810,1955,1287,1045,14396,1934,22,80,10,35260,9871.884,2036
367,"Bibb County, Georgia",10126,153026,81148,16884,14754,6737,56787,85234,281,3209,42,44830,57231.724,88724
368,"Bleckley County, Georgia",1016,12870,6795,971,852,469,8867,2788,11,153,8,36712,5675.67,2952
369,"Brantley County, Georgia",1044,18924,9488,1666,455,326,16317,562,45,42,3,30007,8894.28,649
370,"Brooks County, Georgia",994,15548,8035,2287,1318,955,9066,5684,24,67,6,40221,7805.096,5775
371,"Bryan County, Georgia",1963,38321,19346,1848,5406,3269,31321,6330,102,1032,53,56648,21804.649,7464
372,"Bulloch County, Georgia",4421,77719,39778,7873,7846,4180,49712,22775,159,1283,62,35376,30154.972,24217
373,"Burke County, Georgia",1570,22567,12002,1911,1593,777,11941,10957,45,97,10,41973,11283.5,11099
374,"Butts County, Georgia",1703,24463,11505,1720,1352,803,16628,6808,39,102,9,37403,11668.851,6949
375,"Calhoun County, Georgia",362,6301,2478,482,394,149,1766,3569,8,19,0,28426,1795.785,3596
376,"Camden County, Georgia",2491,53960,26378,3924,5342,3658,37203,9497,185,845,66,39262,28005.24,10527
377,"Candler County, Georgia",689,10834,5427,1414,634,1378,6567,2681,19,63,3,36613,4831.964,2763
378,"Carroll County, Georgia",7614,118692,60967,7050,11535,9586,80725,21781,271,1104,21,42058,56616.084,23156
379,"Catoosa County, Georgia",3442,67181,34834,2669,7652,2341,59280,1808,181,1025,84,38815,36949.55,3014
380,"Charlton County, Georgia",1031,13032,5418,1593,685,2036,7532,2386,40,109,2,27192,5538.6,2535
381,"Chatham County, Georgia",13657,289649,150325,20979,45044,23790,139433,108011,619,10620,408,51805,118176.792,119250
382,"Chattahoochee County, Georgia",2211,10470,3691,831,1222,1610,5403,1463,35,304,104,33166,3852.96,1802
383,"Chattooga County, Georgia",1822,24826,12013,1521,1080,1297,20079,2391,45,102,0,33855,11295.83,2538
384,"Cherokee County, Georgia",16567,253780,128851,9182,46892,32111,197867,17326,502,5429,100,56278,148461.3,23257
385,"Clarke County, Georgia",10088,126952,66545,19111,20633,14336,72201,31367,297,4920,66,37588,39609.024,36584
386,"Clay County, Georgia",177,2931,1491,326,214,41,1143,1593,1,6,0,38731,1134.297,1600
387,"Clayton County, Georgia",14415,287560,153306,20888,24335,42546,25902,205301,601,13491,119,32702,96907.72,219393
388,"Clinch County, Georgia",650,6648,3313,1514,351,253,4256,1950,30,22,7,44238,3184.392,2002
389,"Cobb County, Georgia",44345,756653,390224,30494,167594,111240,369182,200072,1289,42533,293,63214,379083.153,243894
390,"Coffee County, Georgia",4090,43070,21042,3765,2277,5430,24158,11872,62,299,14,35507,19467.64,12233
391,"Colquitt County, Georgia",3151,45510,22909,5308,2585,8709,25588,9995,83,388,15,37418,19341.75,10466
392,"Columbia County, Georgia",10031,154257,78768,4911,23622,11858,99111,27621,354,7102,271,54420,83453.037,35077
393,"Cook County, Georgia",1261,17217,8900,1834,1134,1134,10658,4753,29,100,4,36301,8797.887,4882
394,"Coweta County, Georgia",8282,145839,74902,5996,23066,11053,99421,25544,298,3329,62,52106,81815.679,29171
395,"Crawford County, Georgia",422,12267,5667,1073,456,415,8866,2267,45,31,3,37563,6403.374,2343
396,"Crisp County, Georgia",1386,22509,11647,2303,1270,634,9892,8821,18,180,4,37250,8778.51,9019
397,"Dade County, Georgia",822,16183,8233,593,1278,364,14786,141,68,129,5,37327,8771.186,338
398,"Dawson County, Georgia",1793,25277,12501,1647,4114,1605,23544,200,63,235,14,48170,14584.829,498
399,"DeKalb County, Georgia",38320,755287,398536,45805,144045,81471,215895,384438,1161,50076,202,56428,289274.921,435675
400,"Decatur County, Georgia",2008,26595,13804,3074,1545,1911,14280,12200,64,183,16,40879,11781.585,12447
401,"Dodge County, Georgia",1451,20725,9902,1532,1618,620,12865,5847,21,95,8,33419,9657.85,5963
402,"Dooly County, Georgia",673,13571,6176,794,838,797,4611,5540,17,51,2,34582,5686.249,5608
403,"Dougherty County, Georgia",4761,88696,47803,11181,7674,2413,20631,59720,128,647,20,40161,28205.328,60495
404,"Douglas County, Georgia",8264,145063,76031,8270,17904,16035,49877,68763,335,2313,97,40264,67309.232,71411
405,"Early County, Georgia",810,10218,5567,1323,642,186,4813,5534,31,47,0,42889,4056.546,5612
406,"Echols County, Georgia",378,3944,2169,506,165,1091,2328,147,37,8,0,31945,2287.52,192
407,"Effingham County, Georgia",2702,62241,31404,1642,7091,3492,48204,8747,181,677,28,45069,34294.791,9605
408,"Elbert County, Georgia",1636,19164,9994,1961,1077,996,12610,5253,26,182,3,38414,9505.344,5461
409,"Emanuel County, Georgia",1843,22525,11382,2363,978,993,13815,7246,33,141,2,37678,9010.0,7420
410,"Evans County, Georgia",663,10671,5318,1155,640,1237,6038,3083,15,78,11,37408,4588.53,3176
411,"Fannin County, Georgia",1364,25797,13231,1247,2613,753,23351,85,85,113,3,39796,15220.23,283
412,"Fayette County, Georgia",4833,113544,58580,2186,22962,9480,68144,29166,212,6362,44,71384,66650.328,35740
413,"Floyd County, Georgia",7713,97805,50574,6334,8438,11466,67747,13940,191,1287,24,41238,47533.23,15418
414,"Forsyth County, Georgia",10827,236605,119153,6522,57180,25226,159407,10455,456,45117,85,67859,153320.04,56028
415,"Franklin County, Georgia",1815,23015,11724,1824,1927,1121,19262,1888,34,261,3,35134,11737.65,2183
416,"Fulton County, Georgia",56903,1051550,542562,63308,251437,86302,404793,448803,1558,80632,381,95683,408001.4,530993
417,"Gilmer County, Georgia",1844,30986,15512,1527,2984,3599,26365,127,62,131,0,37542,17228.216,320
418,"Glascock County, Georgia",178,2984,1543,85,213,52,2573,196,0,7,2,36615,1417.4,203
419,"Glynn County, Georgia",5276,85008,44968,6304,11388,6336,52987,20469,175,1175,92,50480,41058.864,21819
420,"Gordon County, Georgia",4897,57756,29436,3634,3612,8957,43317,2075,122,719,15,37759,30206.388,2916
421,"Grady County, Georgia",1323,24693,12601,1907,1579,3273,14715,7285,89,110,6,37725,12395.886,7484
422,"Greene County, Georgia",1128,17808,9008,989,2624,1289,11126,5783,28,174,2,61326,9509.472,5985
423,"Gwinnett County, Georgia",57528,926414,474366,39829,153761,220460,310583,257124,1532,126526,387,46886,482661.694,385182
424,"Habersham County, Georgia",3788,45204,23906,2282,3645,6880,34694,1722,83,990,35,36691,23325.264,2795
425,"Hall County, Georgia",18416,201434,101265,10571,20651,57010,120418,14256,341,4198,85,48759,105954.284,18795
